Year,Month ,Plant,Customer ,Primary Market Code ,Material Type,Available Tons 
2021,November,Plant_6,Customer_470,Primary_Market_Code_17,Material_Type_11,1.79157745
2021,May,Plant_10,Customer_470,Primary_Market_Code_17,Material_Type_11,0.1177356
2020,September,Plant_6,Customer_470,Primary_Market_Code_12,Material_Type_11,1.5359392
2021,April,Plant_6,Customer_470,Primary_Market_Code_12,Material_Type_11,4.835995
2020,December,Plant_6,Customer_470,Primary_Market_Code_12,Material_Type_11,4.9073248
2021,June,Plant_1,Customer_13,Primary_Market_Code_6,Material_Type_4,746.74
2020,August,Plant_1,Customer_13,Primary_Market_Code_6,Material_Type_4,674.84
2020,October,Plant_1,Customer_13,Primary_Market_Code_6,Material_Type_4,19.36
2020,June,Plant_1,Customer_13,Primary_Market_Code_17,Material_Type_12,1630.1115
2022,February,Plant_1,Customer_13,Primary_Market_Code_17,Material_Type_12,778.99
2020,December,Plant_1,Customer_13,Primary_Market_Code_17,Material_Type_12,742.6415
2021,May,Plant_7,Customer_13,Primary_Market_Code_17,Material_Type_12,101.138
2021,April,Plant_7,Customer_13,Primary_Market_Code_17,Material_Type_12,141.751
2020,December,Plant_7,Customer_13,Primary_Market_Code_17,Material_Type_12,92.0885
2020,July,Plant_7,Customer_13,Primary_Market_Code_6,Material_Type_2,22.42
2021,November,Plant_1,Customer_703,Primary_Market_Code_17,Material_Type_12,16.42
2021,March,Plant_1,Customer_703,Primary_Market_Code_2,Material_Type_1,9.5225
2021,February,Plant_7,Customer_881,Primary_Market_Code_11,Material_Type_10,0
2021,November,Plant_7,Customer_881,Primary_Market_Code_11,Material_Type_10,0
2021,May,Plant_7,Customer_881,Primary_Market_Code_11,Material_Type_10,0
2021,December,Plant_7,Customer_881,Primary_Market_Code_11,Material_Type_10,0
2022,February,Plant_7,Customer_881,Primary_Market_Code_11,Material_Type_10,0
2020,May,Plant_10,Customer_89,Primary_Market_Code_2,Material_Type_10,87.48
2020,April,Plant_10,Customer_89,Primary_Market_Code_2,Material_Type_10,87.48
2021,May,Plant_10,Customer_89,Primary_Market_Code_2,Material_Type_10,0
2021,April,Plant_4,Customer_89,Primary_Market_Code_2,Material_Type_10,201.675
2022,January,Plant_4,Customer_89,Primary_Market_Code_17,Material_Type_12,1200.167217
2020,May,Plant_4,Customer_89,Primary_Market_Code_17,Material_Type_12,459.3475
2020,August,Plant_10,Customer_89,Primary_Market_Code_17,Material_Type_12,1226.2255
2020,September,Plant_10,Customer_89,Primary_Market_Code_17,Material_Type_12,1132.934
2021,March,Plant_10,Customer_89,Primary_Market_Code_17,Material_Type_12,682.872
2021,October,Plant_10,Customer_89,Primary_Market_Code_17,Material_Type_12,28.48
2022,February,Plant_10,Customer_89,Primary_Market_Code_17,Material_Type_12,56.9475
2020,September,Plant_4,Customer_89,Primary_Market_Code_17,Material_Type_12,764.987
2021,March,Plant_4,Customer_89,Primary_Market_Code_26,Material_Type_12,284.3
2021,July,Plant_4,Customer_89,Primary_Market_Code_26,Material_Type_12,220.3715
2021,October,Plant_4,Customer_89,Primary_Market_Code_26,Material_Type_12,55.305
2021,July,Plant_4,Customer_89,Primary_Market_Code_2,Material_Type_1,8.72
2021,August,Plant_4,Customer_89,Primary_Market_Code_2,Material_Type_1,24.662466
2021,May,Plant_4,Customer_89,Primary_Market_Code_2,Material_Type_1,10.0045
2022,February,Plant_10,Customer_89,Primary_Market_Code_2,Material_Type_1,8.21
2021,December,Plant_3,Customer_664,Primary_Market_Code_7,Material_Type_5,0
2021,October,Plant_3,Customer_664,Primary_Market_Code_7,Material_Type_5,11.19
2021,December,Plant_6,Customer_664,Primary_Market_Code_7,Material_Type_5,10.024
2021,October,Plant_3,Customer_664,Primary_Market_Code_17,Material_Type_12,1.8772845
2020,December,Plant_3,Customer_387,Primary_Market_Code_2,Material_Type_6,51.99
2020,April,Plant_3,Customer_387,Primary_Market_Code_2,Material_Type_6,25.2275
2021,March,Plant_3,Customer_387,Primary_Market_Code_2,Material_Type_6,32.8425
2020,May,Plant_3,Customer_387,Primary_Market_Code_2,Material_Type_6,31.865
2021,June,Plant_3,Customer_387,Primary_Market_Code_2,Material_Type_6,2.2825
2022,January,Plant_3,Customer_387,Primary_Market_Code_2,Material_Type_6,1.51
2020,August,Plant_3,Customer_387,Primary_Market_Code_2,Material_Type_5,2.8825
2021,October,Plant_3,Customer_387,Primary_Market_Code_2,Material_Type_5,16.225
2021,June,Plant_3,Customer_387,Primary_Market_Code_2,Material_Type_10,0
2021,July,Plant_3,Customer_387,Primary_Market_Code_17,Material_Type_12,252.6409717
2020,July,Plant_1,Customer_39,Primary_Market_Code_17,Material_Type_12,5896.178
2020,September,Plant_1,Customer_39,Primary_Market_Code_17,Material_Type_12,4185.2355
2021,April,Plant_1,Customer_39,Primary_Market_Code_1,Material_Type_1,6.785
2020,July,Plant_1,Customer_39,Primary_Market_Code_1,Material_Type_1,14.995
2020,April,Plant_7,Customer_442,Primary_Market_Code_17,Material_Type_12,9.2458667
2021,February,Plant_7,Customer_442,Primary_Market_Code_6,Material_Type_7,16.8405025
2021,March,Plant_7,Customer_442,Primary_Market_Code_6,Material_Type_7,14.931392
2021,October,Plant_7,Customer_442,Primary_Market_Code_6,Material_Type_7,3.879672
2021,February,Plant_1,Customer_349,Primary_Market_Code_1,Material_Type_1,108.21
2020,September,Plant_1,Customer_349,Primary_Market_Code_1,Material_Type_1,2.41
2020,April,Plant_3,Customer_842,Primary_Market_Code_11,Material_Type_5,6.19
2020,May,Plant_3,Customer_842,Primary_Market_Code_17,Material_Type_12,3.54909
2021,May,Plant_6,Customer_644,Primary_Market_Code_7,Material_Type_5,28.7055
2020,May,Plant_4,Customer_422,Primary_Market_Code_3,Material_Type_2,22.3
2021,January,Plant_4,Customer_422,Primary_Market_Code_21,Material_Type_2,2.575
2020,November,Plant_4,Customer_422,Primary_Market_Code_21,Material_Type_2,2.575
2020,May,Plant_2,Customer_31,Primary_Market_Code_17,Material_Type_12,2026.0985
2020,March,Plant_2,Customer_31,Primary_Market_Code_17,Material_Type_12,1325.595
2020,August,Plant_2,Customer_31,Primary_Market_Code_17,Material_Type_12,1642.92
2021,October,Plant_2,Customer_31,Primary_Market_Code_17,Material_Type_12,2386.880104
2021,December,Plant_2,Customer_31,Primary_Market_Code_17,Material_Type_12,1883.519
2022,January,Plant_2,Customer_31,Primary_Market_Code_17,Material_Type_12,1102.941318
2022,February,Plant_2,Customer_31,Primary_Market_Code_17,Material_Type_12,1097.969
2021,April,Plant_2,Customer_31,Primary_Market_Code_2,Material_Type_2,156.595
2021,January,Plant_2,Customer_31,Primary_Market_Code_2,Material_Type_2,173.3025
2021,November,Plant_2,Customer_31,Primary_Market_Code_2,Material_Type_2,118.5135
2021,October,Plant_2,Customer_31,Primary_Market_Code_2,Material_Type_2,92.1975
2020,April,Plant_2,Customer_31,Primary_Market_Code_2,Material_Type_2,211.4025
2020,August,Plant_1,Customer_99,Primary_Market_Code_17,Material_Type_12,518.278
2020,December,Plant_1,Customer_99,Primary_Market_Code_17,Material_Type_12,190.275
2020,May,Plant_1,Customer_182,Primary_Market_Code_17,Material_Type_12,743.769
2020,November,Plant_1,Customer_182,Primary_Market_Code_17,Material_Type_12,207.4945
2021,January,Plant_1,Customer_182,Primary_Market_Code_17,Material_Type_12,21.9945
2020,December,Plant_1,Customer_182,Primary_Market_Code_17,Material_Type_12,21.9945
2020,September,Plant_8,Customer_648,Primary_Market_Code_2,Material_Type_6,0
2022,February,Plant_6,Customer_648,Primary_Market_Code_15,Material_Type_5,3.533
2021,November,Plant_6,Customer_648,Primary_Market_Code_15,Material_Type_5,0
2021,January,Plant_8,Customer_648,Primary_Market_Code_15,Material_Type_9,0
2020,September,Plant_8,Customer_648,Primary_Market_Code_17,Material_Type_12,0.3538275
2021,March,Plant_8,Customer_648,Primary_Market_Code_17,Material_Type_12,0.4102081
2020,March,Plant_3,Customer_765,Primary_Market_Code_2,Material_Type_6,3.3875
2020,May,Plant_3,Customer_765,Primary_Market_Code_2,Material_Type_6,2.75
2021,August,Plant_3,Customer_765,Primary_Market_Code_2,Material_Type_6,3.4475
2022,January,Plant_3,Customer_765,Primary_Market_Code_2,Material_Type_6,4.355
2022,February,Plant_3,Customer_765,Primary_Market_Code_2,Material_Type_6,4.355
2021,July,Plant_3,Customer_765,Primary_Market_Code_17,Material_Type_12,1.02310845
2021,May,Plant_7,Customer_765,Primary_Market_Code_17,Material_Type_12,19.07
2022,January,Plant_7,Customer_765,Primary_Market_Code_17,Material_Type_12,19.335
2022,February,Plant_7,Customer_765,Primary_Market_Code_17,Material_Type_12,19.335
2020,March,Plant_1,Customer_1,Primary_Market_Code_17,Material_Type_12,8113.2065
2020,July,Plant_1,Customer_1,Primary_Market_Code_17,Material_Type_12,695.8255
2021,October,Plant_1,Customer_1,Primary_Market_Code_1,Material_Type_12,115.23
2021,June,Plant_2,Customer_1,Primary_Market_Code_17,Material_Type_12,27.5345
2020,December,Plant_1,Customer_1,Primary_Market_Code_17,Material_Type_12,1656.763
2021,February,Plant_1,Customer_1,Primary_Market_Code_17,Material_Type_12,2379.65
2021,March,Plant_1,Customer_1,Primary_Market_Code_1,Material_Type_12,1029.81
2021,February,Plant_1,Customer_1,Primary_Market_Code_1,Material_Type_12,1193.58
2020,December,Plant_7,Customer_1,Primary_Market_Code_17,Material_Type_12,115.3
2021,April,Plant_1,Customer_1,Primary_Market_Code_17,Material_Type_12,682.6625
2020,April,Plant_1,Customer_1,Primary_Market_Code_26,Material_Type_12,19.29
2021,August,Plant_1,Customer_1,Primary_Market_Code_1,Material_Type_7,0
2021,June,Plant_1,Customer_1,Primary_Market_Code_1,Material_Type_1,434.99
2021,May,Plant_1,Customer_1,Primary_Market_Code_1,Material_Type_1,204.21
2021,September,Plant_1,Customer_1,Primary_Market_Code_1,Material_Type_1,443.6125
2020,May,Plant_1,Customer_1,Primary_Market_Code_1,Material_Type_1,828.4415
2022,January,Plant_1,Customer_1,Primary_Market_Code_1,Material_Type_1,419.9318835
2021,December,Plant_1,Customer_1,Primary_Market_Code_1,Material_Type_2,0
2020,June,Plant_2,Customer_1,Primary_Market_Code_1,Material_Type_2,63.7575
2021,October,Plant_7,Customer_264,Primary_Market_Code_3,Material_Type_8,5.7315
2021,June,Plant_7,Customer_264,Primary_Market_Code_3,Material_Type_8,14.002
2020,August,Plant_7,Customer_264,Primary_Market_Code_3,Material_Type_10,0
2021,January,Plant_7,Customer_264,Primary_Market_Code_17,Material_Type_12,250.897
2020,July,Plant_7,Customer_264,Primary_Market_Code_17,Material_Type_12,306.292
2021,January,Plant_3,Customer_552,Primary_Market_Code_1,Material_Type_5,0
2021,February,Plant_3,Customer_552,Primary_Market_Code_1,Material_Type_5,0
2021,March,Plant_3,Customer_552,Primary_Market_Code_2,Material_Type_5,16.35
2020,December,Plant_3,Customer_552,Primary_Market_Code_2,Material_Type_5,0
2021,January,Plant_3,Customer_552,Primary_Market_Code_2,Material_Type_5,0
2021,November,Plant_3,Customer_552,Primary_Market_Code_11,Material_Type_5,19.93
2020,August,Plant_3,Customer_552,Primary_Market_Code_2,Material_Type_5,0
2021,January,Plant_2,Customer_552,Primary_Market_Code_17,Material_Type_12,130.995
2021,February,Plant_2,Customer_552,Primary_Market_Code_17,Material_Type_12,87.83
2021,July,Plant_2,Customer_552,Primary_Market_Code_17,Material_Type_12,35.2225
2020,June,Plant_2,Customer_552,Primary_Market_Code_17,Material_Type_12,23.21
2020,June,Plant_2,Customer_552,Primary_Market_Code_11,Material_Type_2,23.745
2021,June,Plant_2,Customer_552,Primary_Market_Code_11,Material_Type_2,20.5575
2021,May,Plant_1,Customer_135,Primary_Market_Code_6,Material_Type_1,148.4905
2021,November,Plant_3,Customer_772,Primary_Market_Code_2,Material_Type_5,12.0525
2021,July,Plant_1,Customer_245,Primary_Market_Code_17,Material_Type_12,124.3575
2020,December,Plant_1,Customer_245,Primary_Market_Code_17,Material_Type_12,24.0987464
2020,October,Plant_1,Customer_245,Primary_Market_Code_17,Material_Type_12,6.13375
2021,August,Plant_1,Customer_245,Primary_Market_Code_17,Material_Type_12,6.4675
2020,May,Plant_1,Customer_245,Primary_Market_Code_1,Material_Type_1,56.3575
2020,June,Plant_1,Customer_245,Primary_Market_Code_1,Material_Type_1,11.615
2021,June,Plant_10,Customer_1186,Primary_Market_Code_12,Material_Type_11,0.1177356
2021,July,Plant_6,Customer_74,Primary_Market_Code_7,Material_Type_6,60.495
2020,December,Plant_3,Customer_74,Primary_Market_Code_2,Material_Type_5,44.575
2021,June,Plant_3,Customer_74,Primary_Market_Code_2,Material_Type_5,9.13
2021,January,Plant_6,Customer_74,Primary_Market_Code_7,Material_Type_5,38.77
2021,August,Plant_6,Customer_74,Primary_Market_Code_7,Material_Type_5,51.82
2021,April,Plant_6,Customer_74,Primary_Market_Code_7,Material_Type_5,117.9
2021,September,Plant_6,Customer_74,Primary_Market_Code_7,Material_Type_5,44.14
2022,February,Plant_3,Customer_74,Primary_Market_Code_2,Material_Type_5,0
2021,March,Plant_6,Customer_74,Primary_Market_Code_7,Material_Type_5,19.75
2020,November,Plant_6,Customer_74,Primary_Market_Code_7,Material_Type_5,19.085
2020,March,Plant_3,Customer_74,Primary_Market_Code_7,Material_Type_5,0
2021,February,Plant_3,Customer_74,Primary_Market_Code_2,Material_Type_5,8.735
2021,February,Plant_6,Customer_74,Primary_Market_Code_17,Material_Type_12,351.8699368
2021,May,Plant_6,Customer_74,Primary_Market_Code_17,Material_Type_12,427.099028
2021,December,Plant_6,Customer_74,Primary_Market_Code_17,Material_Type_12,507.1384555
2021,June,Plant_6,Customer_74,Primary_Market_Code_17,Material_Type_12,380.2875247
2021,July,Plant_6,Customer_74,Primary_Market_Code_17,Material_Type_12,203.0950456
2021,February,Plant_3,Customer_74,Primary_Market_Code_17,Material_Type_12,45.2236655
2020,October,Plant_1,Customer_74,Primary_Market_Code_17,Material_Type_12,359.12
2020,November,Plant_3,Customer_74,Primary_Market_Code_17,Material_Type_12,49.6937221
2021,September,Plant_3,Customer_74,Primary_Market_Code_17,Material_Type_12,15.5734584
2020,October,Plant_2,Customer_74,Primary_Market_Code_17,Material_Type_12,88.4464114
2021,March,Plant_2,Customer_74,Primary_Market_Code_17,Material_Type_12,191.316124
2020,June,Plant_1,Customer_74,Primary_Market_Code_2,Material_Type_1,166.5
2021,November,Plant_1,Customer_74,Primary_Market_Code_2,Material_Type_1,83.115
2020,October,Plant_1,Customer_74,Primary_Market_Code_6,Material_Type_1,42.26
2021,September,Plant_1,Customer_74,Primary_Market_Code_6,Material_Type_1,46.47
2020,May,Plant_1,Customer_74,Primary_Market_Code_2,Material_Type_1,25.23
2020,March,Plant_1,Customer_74,Primary_Market_Code_2,Material_Type_1,0
2022,February,Plant_1,Customer_74,Primary_Market_Code_2,Material_Type_1,18.995
2020,September,Plant_1,Customer_163,Primary_Market_Code_17,Material_Type_12,124.1507098
2021,March,Plant_4,Customer_163,Primary_Market_Code_17,Material_Type_12,52.9
2020,October,Plant_1,Customer_163,Primary_Market_Code_1,Material_Type_1,221.735
2021,September,Plant_1,Customer_163,Primary_Market_Code_1,Material_Type_1,181.6415
2021,November,Plant_4,Customer_163,Primary_Market_Code_1,Material_Type_1,41.165
2021,June,Plant_1,Customer_163,Primary_Market_Code_1,Material_Type_1,17.875
2020,April,Plant_8,Customer_421,Primary_Market_Code_7,Material_Type_9,30.871
2022,January,Plant_8,Customer_421,Primary_Market_Code_7,Material_Type_9,9.985
2021,June,Plant_8,Customer_421,Primary_Market_Code_2,Material_Type_9,15.612
2021,March,Plant_8,Customer_421,Primary_Market_Code_7,Material_Type_9,0
2021,March,Plant_8,Customer_421,Primary_Market_Code_2,Material_Type_9,0
2020,July,Plant_8,Customer_421,Primary_Market_Code_17,Material_Type_12,26.7505
2020,September,Plant_8,Customer_421,Primary_Market_Code_17,Material_Type_12,3.9435
2022,February,Plant_8,Customer_421,Primary_Market_Code_17,Material_Type_12,153.2575881
2020,June,Plant_1,Customer_282,Primary_Market_Code_17,Material_Type_12,122.059
2021,April,Plant_1,Customer_282,Primary_Market_Code_17,Material_Type_12,156.6635
2021,February,Plant_1,Customer_282,Primary_Market_Code_17,Material_Type_12,50.97
2021,October,Plant_2,Customer_95,Primary_Market_Code_17,Material_Type_12,193.8885
2020,April,Plant_1,Customer_95,Primary_Market_Code_6,Material_Type_1,34.04
2020,September,Plant_1,Customer_95,Primary_Market_Code_6,Material_Type_1,52.6325
2021,January,Plant_1,Customer_95,Primary_Market_Code_6,Material_Type_1,43.725
2021,May,Plant_1,Customer_95,Primary_Market_Code_11,Material_Type_1,15.5975
2020,December,Plant_1,Customer_95,Primary_Market_Code_11,Material_Type_1,0
2021,December,Plant_1,Customer_95,Primary_Market_Code_11,Material_Type_1,0
2020,October,Plant_1,Customer_95,Primary_Market_Code_11,Material_Type_1,1.9875
2022,February,Plant_1,Customer_95,Primary_Market_Code_11,Material_Type_1,0
2021,September,Plant_2,Customer_95,Primary_Market_Code_25,Material_Type_2,0
2021,April,Plant_1,Customer_557,Primary_Market_Code_17,Material_Type_12,5.03418105
2021,March,Plant_1,Customer_557,Primary_Market_Code_17,Material_Type_12,19.1064005
2021,May,Plant_1,Customer_557,Primary_Market_Code_17,Material_Type_12,7.0181965
2020,March,Plant_1,Customer_557,Primary_Market_Code_1,Material_Type_1,5.814
2022,February,Plant_1,Customer_557,Primary_Market_Code_1,Material_Type_1,3.305
2021,July,Plant_1,Customer_557,Primary_Market_Code_1,Material_Type_1,4.405
2020,October,Plant_1,Customer_557,Primary_Market_Code_1,Material_Type_1,22.24
2021,January,Plant_3,Customer_921,Primary_Market_Code_2,Material_Type_10,0
2020,December,Plant_3,Customer_921,Primary_Market_Code_2,Material_Type_10,0
2020,November,Plant_3,Customer_921,Primary_Market_Code_17,Material_Type_12,2.1744567
2021,September,Plant_7,Customer_140,Primary_Market_Code_17,Material_Type_12,83.8024475
2021,February,Plant_7,Customer_140,Primary_Market_Code_17,Material_Type_12,70.8361889
2021,March,Plant_7,Customer_140,Primary_Market_Code_17,Material_Type_12,184.348487
2020,July,Plant_7,Customer_140,Primary_Market_Code_17,Material_Type_12,88.3716725
2020,June,Plant_7,Customer_140,Primary_Market_Code_6,Material_Type_7,24.355
2020,September,Plant_7,Customer_140,Primary_Market_Code_6,Material_Type_7,2.035
2020,April,Plant_7,Customer_140,Primary_Market_Code_6,Material_Type_7,2.035
